service,port,protocol
mngsuite,9535,tcp
ldgateway,9592,tcp
ldgateway,9592,udp
cba8,9593,tcp
cba8,9593,udp
msgsys,9594,udp
msgsys,9594,tcp
pds,9595,udp
pds,9595,tcp
vscp,9598,tcp
vscp,9598,udp
robix,9599,tcp
robix,9599,udp
rasadv,9753,udp
rasadv,9753,tcp
davsrc,9800,udp
davsrc,9800,tcp
davsrcs,9802,tcp
davsrcs,9802,udp
sapv1,9875,udp
sapv1,9875,tcp
sd,9876,udp
sd,9876,tcp
monkeycom,9898,udp
monkeycom,9898,tcp
iua,9900,sctp
iua,9900,udp
iua,9900,tcp
enrp,9901,udp
domaintime,9909,udp
domaintime,9909,tcp
acis,9953,tcp
acis,9953,udp
odnsp,9966,tcp
odnsp,9966,udp
distinct32,9998,udp
distinct32,9998,tcp
distinct,9999,udp
distinct,9999,tcp
ndmp,10000,udp
ndmp,10000,tcp
octopus,10008,udp
octopus,10008,tcp
amanda,10080,udp
amanda,10080,tcp
famdc,10081,tcp
famdc,10081,udp
ezrelay,10103,udp
ezrelay,10103,tcp
swdtp,10104,tcp
swdtp,10104,udp
trisoap,10200,tcp
trisoap,10200,udp
blocks,10288,udp
blocks,10288,tcp
gap,10800,tcp
gap,10800,udp
lpdg,10805,tcp
lpdg,10805,udp
rmiaux,10990,udp
rmiaux,10990,tcp
irisa,11000,udp
irisa,11000,tcp
metasys,11001,udp
metasys,11001,tcp
vce,11111,udp
vce,11111,tcp
dicom,11112,tcp
dicom,11112,udp
smsqp,11201,udp
smsqp,11201,tcp
wifree,11208,tcp
wifree,11208,udp
imip,11319,udp
imip,11319,tcp
hkp,11371,udp
hkp,11371,tcp
h323callsigalt,11720,udp
h323callsigalt,11720,tcp
entextxid,12000,udp
entextxid,12000,tcp
entextnetwk,12001,udp
entextnetwk,12001,tcp
entexthigh,12002,udp
entexthigh,12002,tcp
entextmed,12003,udp
entextmed,12003,tcp
entextlow,12004,udp
entextlow,12004,tcp
dbisamserver1,12005,udp
dbisamserver1,12005,tcp
dbisamserver2,12006,udp
dbisamserver2,12006,tcp
accuracer,12007,tcp
accuracer,12007,udp
vipera,12012,tcp
vipera,12012,udp
cawas,12168,tcp
cawas,12168,udp
hivep,12172,udp
hivep,12172,tcp
linogridengine,12300,tcp
linogridengine,12300,udp
warehouse,12322,tcp
warehouse,12322,udp
italk,12345,udp
italk,12345,tcp
tsaf,12753,udp
tsaf,12753,tcp
bprd,13720,udp
bprd,13720,tcp
bpdbm,13721,udp
bpdbm,13721,tcp
vnetd,13724,udp
vnetd,13724,tcp
bpcd,13782,udp
bpcd,13782,tcp
vopied,13783,udp
vopied,13783,tcp
nbdb,13785,tcp
nbdb,13785,udp
nomdb,13786,tcp
nomdb,13786,udp
sua,14001,sctp
sua,14001,udp
sua,14001,tcp
icpp,14142,tcp
icpp,14142,udp
vad,14154,tcp
vad,14154,udp
hydap,15000,udp
hydap,15000,tcp
xpilot,15345,udp
xpilot,15345,tcp
3link,15363,udp
3link,15363,tcp
ptp,15740,tcp
ptp,15740,udp
etb4j,16309,tcp
etb4j,16309,udp
pduncs,16310,tcp
pduncs,16310,udp
netserialext1,16360,udp
netserialext1,16360,tcp
netserialext2,16361,udp
netserialext2,16361,tcp
netserialext3,16367,udp
netserialext3,16367,tcp
netserialext4,16368,udp
netserialext4,16368,tcp
connected,16384,tcp
connected,16384,udp
soundsvirtual,17185,udp
soundsvirtual,17185,tcp
chipper,17219,udp
chipper,17219,tcp
ea,17729,tcp
ea,17729,udp
zep,17754,tcp
zep,17754,udp
biimenu,18000,udp
biimenu,18000,tcp
ohsc,18186,tcp
ohsc,18186,udp
ique,18769,udp
ique,18769,tcp
infotos,18881,tcp
infotos,18881,udp
igrid,19000,tcp
igrid,19000,udp
keysrvr,19283,udp
keysrvr,19283,tcp
keyshadow,19315,udp
keyshadow,19315,tcp
mtrgtrans,19398,udp
mtrgtrans,19398,tcp
fxuptp,19539,tcp
fxuptp,19539,udp
sxuptp,19540,udp
sxuptp,19540,tcp
jcp,19541,udp
jcp,19541,tcp
dnp,20000,udp
dnp,20000,tcp
microsan,20001,tcp
microsan,20001,udp
opendeploy,20014,tcp
opendeploy,20014,udp
nburn_id,20034,tcp
nburn_id,20034,udp
tolfab,20167,tcp
tolfab,20167,udp
track,20670,udp
track,20670,tcp
irtrans,21000,tcp
irtrans,21000,udp
dfserver,21554,tcp
dfserver,21554,udp
tvpm,21800,udp
tvpm,21800,tcp
webphone,21845,udp
webphone,21845,tcp
snapenetio,22000,udp
snapenetio,22000,tcp
optocontrol,22001,udp
optocontrol,22001,tcp
optohost002,22002,tcp
optohost002,22002,udp
optohost003,22003,tcp
optohost003,22003,udp
optohost004,22004,tcp
optohost004,22004,udp
optohost004,22005,tcp
optohost004,22005,udp
wnn6,22273,udp
wnn6,22273,tcp
talikaserver,22763,tcp
talikaserver,22763,udp
inovaport1,23000,tcp
inovaport1,23000,udp
inovaport2,23001,tcp
inovaport2,23001,udp
inovaport3,23002,tcp
inovaport3,23002,udp
inovaport4,23003,tcp
inovaport4,23003,udp
inovaport5,23004,tcp
inovaport5,23004,udp
inovaport6,23005,tcp
inovaport6,23005,udp
filesphere,24242,udp
filesphere,24242,tcp
ild,24321,tcp
ild,24321,udp
intel_rci,24386,udp
intel_rci,24386,tcp
binkp,24554,udp
binkp,24554,tcp
flashfiler,24677,udp
flashfiler,24677,tcp
proactivate,24678,udp
proactivate,24678,tcp
snip,24922,udp
snip,24922,tcp
niobserver,25901,udp
niobserver,25901,tcp
niprobe,25903,udp
niprobe,25903,tcp
quake,26000,udp
quake,26000,tcp
ezproxy,26260,udp
ezproxy,26260,tcp
ezmeeting,26261,udp
ezmeeting,26261,tcp
gserver,26264,udp
gserver,26264,tcp
exoconfig,26487,tcp
exoconfig,26487,udp
exonet,26489,tcp
exonet,26489,udp
imagepump,27345,udp
imagepump,27345,tcp
jesmsjc,27442,tcp
jesmsjc,27442,udp
nxlmd,28000,tcp
nxlmd,28000,udp
siemensgsm,28240,tcp
siemensgsm,28240,udp
otmp,29167,tcp
otmp,29167,udp
ovobs,30999,tcp
ovobs,30999,udp
xqosd,31416,udp
xqosd,31416,tcp
tetrinet,31457,tcp
tetrinet,31457,udp
iceedcp_tx,31948,tcp
iceedcp_tx,31948,udp
iceedcp_rx,31949,tcp
iceedcp_rx,31949,udp
t1distproc60,32249,tcp
t1distproc60,32249,udp
idmgratm,32896,udp
idmgratm,32896,tcp
diamondport,33331,udp
diamondport,33331,tcp
traceroute,33434,udp
traceroute,33434,tcp
ethercat,34980,tcp
ethercat,34980,udp
kastenxpipe,36865,udp
kastenxpipe,36865,tcp
neckar,37475,udp
neckar,37475,tcp
fairview,38202,tcp
fairview,38202,udp
agpolicy,38203,tcp
agpolicy,38203,udp
safetynetp,40000,tcp
safetynetp,40000,udp
cscp,40841,udp
cscp,40841,tcp
csccredir,40842,udp
csccredir,40842,tcp
csccfirewall,40843,udp
csccfirewall,40843,tcp
candp,42508,tcp
candp,42508,udp
candrp,42509,tcp
candrp,42509,udp
caerpc,42510,tcp
caerpc,42510,udp
reachout,43188,udp
reachout,43188,tcp
ciscocsdb,43441,tcp
ciscocsdb,43441,udp
pmcd,44321,udp
pmcd,44321,tcp
pmcdproxy,44322,tcp
pmcdproxy,44322,udp
eba,45678,udp
eba,45678,tcp
mediabox,46999,tcp
mediabox,46999,udp
mbus,47000,udp
mbus,47000,tcp
dbbrowse,47557,udp
dbbrowse,47557,tcp
directplaysrvr,47624,udp
directplaysrvr,47624,tcp
ap,47806,udp
ap,47806,tcp
bacnet,47808,udp
bacnet,47808,tcp
nimcontroller,48000,udp
nimcontroller,48000,tcp
nimspooler,48001,udp
nimspooler,48001,tcp
nimhub,48002,udp
nimhub,48002,tcp
nimgtw,48003,udp
nimgtw,48003,tcp
isnetserv,48128,tcp
isnetserv,48128,udp
blp5,48129,tcp
blp5,48129,udp
